symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
AAPL,1.3578986069797623,2.106098003498009,0.99280641009906,3.1195690791804034,17.7476705615263,0.9881432035838683,200.58762
