symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
GOOGL,0.5661657114224498,0.8745213005750774,0.9982957272901853,2.5501826761340007,11.372372572861028,0.9848903304741962,176.99756
