symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
NVDA,0.1411586236713249,0.025409895790031136,0.9920696683251491,2.0699467027670124,12.447785690550475,0.993957136019453,157.07947
