symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
MSFT,1.5895309145279353,5.128009182428384,0.99537079994841,9.089856616420418,134.7596757046854,0.9795029294538173,473.58365
