symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
BRK-B,2.026238410606474,9.577273276247366,0.9966233428814257,7.046651390896945,86.8927734520142,0.988573086145697,482.2576
