Date,Close
2000-01-05,22.58698463439941
2000-01-06,22.907655715942383
2000-01-07,23.328533172607425
2000-01-10,22.927690505981445
2000-01-11,22.38658142089844
2000-01-12,22.526865005493164
2000-01-13,22.867576599121094
2000-01-14,23.68928337097168
2000-01-18,22.76736068725586
2000-01-19,23.76944732666016
2000-01-20,23.749408721923828
2000-01-21,23.388648986816406
2000-01-24,23.408706665039062
2000-01-25,23.92979621887207
2000-01-26,25.15233421325684
2000-01-27,25.87383079528809
2000-01-28,24.59116172790528
2000-01-31,25.87383079528809
2000-02-01,26.85586929321289
2000-02-02,26.414958953857425
2000-02-03,26.675500869750977
2000-02-04,26.214534759521484
2000-02-07,26.354829788208008
2000-02-08,27.2767276763916
2000-02-09,26.57529258728028
2000-02-10,26.655452728271484
2000-02-11,26.495115280151367
2000-02-14,25.35273551940918
2000-02-15,25.99406814575196
2000-02-16,25.493032455444336
2000-02-17,25.132280349731445
2000-02-18,23.96986961364746
2000-02-22,24.771522521972656
2000-02-23,24.81161499023437
2000-02-24,24.37069702148437
2000-02-25,24.330610275268555
2000-02-28,24.99199485778809
2000-02-29,25.53312110900879
2000-03-01,26.29471015930176
2000-03-02,25.8337459564209
2000-03-03,26.014129638671875
2000-03-06,26.75566864013672
2000-03-07,26.234590530395508
2000-03-08,25.33269119262696
2000-03-09,26.014129638671875
2000-03-10,25.23249053955078
2000-03-13,25.67340660095215
2000-03-14,25.33269119262696
2000-03-15,26.655452728271484
2000-03-16,28.900115966796875
2000-03-17,29.18070602416992
2000-03-20,27.75775146484375
2000-03-21,29.501373291015625
2000-03-22,29.36107635498047
2000-03-23,31.58570098876953
2000-03-24,30.844173431396484
2000-03-27,30.36316680908203
2000-03-28,30.222877502441406
2000-03-29,28.980300903320312
2000-03-30,27.898042678833008
2000-03-31,27.958175659179688
2000-04-03,29.66170692443848
2000-04-04,27.962966918945312
2000-04-05,27.842098236083984
2000-04-06,28.184595108032227
2000-04-07,27.842098236083984
2000-04-10,28.406206130981445
2000-04-11,27.721216201782227
2000-04-12,27.983116149902344
2000-04-13,27.23771476745605
2000-04-14,25.424541473388672
2000-04-17,25.343963623046875
2000-04-18,25.94835090637207
2000-04-19,25.142498016357425
2000-04-20,24.920902252197266
2000-04-24,24.09490203857422
2000-04-25,25.16265296936035
2000-04-26,24.63884735107422
2000-04-27,23.812854766845703
2000-04-28,23.248748779296875
2000-05-01,23.772560119628903
2000-05-02,24.5381088256836
2000-05-03,23.933734893798828
2000-05-04,23.61139297485352
2000-05-05,23.26890754699707
2000-05-08,23.208459854125977
2000-05-09,22.84582901000977
2000-05-10,22.160865783691406
2000-05-11,22.56378936767578
2000-05-12,23.087581634521484
2000-05-15,24.054616928100582
2000-05-16,23.933734893798828
2000-05-17,23.853139877319336
2000-05-18,24.21578025817871
2000-05-19,23.36963081359864
2000-05-22,23.26890754699707
2000-05-23,23.571094512939453
2000-05-24,23.087581634521484
2000-05-25,22.64437484741211
2000-05-26,22.72495651245117
2000-05-30,23.691978454589844
2000-05-31,24.074752807617188
2000-06-01,24.8604679107666
2000-06-02,26.008798599243164
2000-06-05,25.58572196960449
2000-06-06,24.820161819458008
2000-06-07,24.77986717224121
2000-06-08,24.65899658203125
2000-06-09,23.63153839111328
2000-06-12,23.49555778503418
2000-06-13,23.29912567138672
2000-06-14,24.205690383911133
2000-06-15,23.60132026672364
2000-06-16,21.96946907043457
2000-06-19,22.664522171020508
2000-06-20,23.17824935913086
2000-06-21,22.72495651245117
2000-06-22,22.422760009765625
2000-06-23,22.664522171020508
2000-06-26,22.996919631958008
2000-06-27,23.17824935913086
2000-06-28,22.747615814208984
2000-06-29,23.027145385742188
2000-06-30,22.271669387817383
2000-07-03,23.15780258178711
2000-07-05,23.24910926818848
2000-07-06,23.37082290649414
2000-07-07,24.37502670288086
2000-07-10,24.22288703918457
2000-07-11,24.67935371398925
2000-07-12,24.618492126464844
2000-07-13,24.70977783203125
2000-07-14,25.561830520629883
2000-07-17,25.3336124420166
2000-07-18,24.801071166992188
2000-07-19,24.67935371398925
2000-07-20,24.983652114868164
2000-07-21,25.67594718933105
2000-07-24,25.105382919311523
2000-07-25,24.953224182128903
2000-07-26,24.04030036926269
2000-07-27,24.28373336791992
2000-07-28,23.55341339111328
2000-07-31,24.25331115722656
2000-08-01,25.135801315307617
2000-08-02,25.044509887695312
2000-08-03,24.46634101867676
2000-08-04,25.53141212463379
2000-08-07,26.07915496826172
2000-08-08,26.04874420166016
2000-08-09,25.470548629760746
2000-08-10,25.257530212402344
2000-08-11,25.31839370727539
2000-08-14,25.683570861816406
2000-08-15,25.22709846496582
2000-08-16,24.52718734741211
2000-08-17,24.67935371398925
2000-08-18,24.70977783203125
2000-08-21,24.801071166992188
2000-08-22,25.683570861816406
2000-08-23,26.444320678710938
2000-08-24,25.927026748657227
2000-08-25,25.34883117675781
2000-08-28,25.65314674377441
2000-08-29,25.257530212402344
2000-08-30,25.927026748657227
2000-08-31,27.205093383789062
2000-09-01,27.418109893798828
2000-09-05,27.81371688842773
2000-09-06,27.26596450805664
2000-09-07,27.87458038330078
2000-09-08,28.148462295532227
2000-09-11,27.996307373046875
2000-09-12,25.7139892578125
2000-09-13,24.67935371398925
2000-09-14,24.344602584838867
2000-09-15,23.918575286865234
2000-09-18,22.6709213256836
2000-09-19,22.823074340820312
2000-09-20,22.640491485595703
2000-09-21,21.7275619506836
2000-09-22,23.005653381347656
2000-09-25,22.88393783569336
2000-09-26,22.427467346191406
2000-09-27,22.153602600097656
2000-09-28,22.823074340820312
2000-09-29,22.48833656311035
2000-10-02,23.127382278442383
2000-10-03,22.76220703125
2000-10-04,22.33692169189453
2000-10-05,21.785388946533203
2000-10-06,21.01937484741211
2000-10-09,20.621049880981445
2000-10-10,20.008235931396484
2000-10-11,19.946964263916016
2000-10-12,18.537504196166992
2000-10-13,19.45671272277832
2000-10-16,19.39542388916016
2000-10-17,18.59877586364746
2000-10-18,18.077890396118164
2000-10-19,19.089035034179688
2000-10-20,18.813257217407227
2000-10-23,18.813257217407227
2000-10-24,19.64055824279785
2000-10-25,19.60991096496582
2000-10-26,19.60991096496582
2000-10-27,20.927453994750977
2000-10-30,21.448331832885746
2000-10-31,22.30628776550293
2000-11-01,22.398197174072266
2000-11-02,22.30628776550293
2000-11-03,21.785388946533203
2000-11-06,22.30628776550293
2000-11-07,22.03051376342773
2000-11-08,21.35643196105957
2000-11-09,21.632190704345703
2000-11-10,20.988739013671875
2000-11-13,20.651700973510746
2000-11-14,20.866174697875977
2000-11-15,19.97760391235352
2000-11-16,20.038890838623047
2000-11-17,19.42607688903809
2000-11-20,18.90518569946289
2000-11-21,18.96646881103516
2000-11-22,18.353662490844727
2000-11-24,19.180952072143555
2000-11-27,19.30351829528809
2000-11-28,18.629413604736328
2000-11-29,18.59877586364746
2000-11-30,18.077890396118164
2000-12-01,18.29237365722656
2000-12-04,18.59877586364746
2000-12-05,20.25336265563965
2000-12-06,19.64055824279785
2000-12-07,19.211578369140625
2000-12-08,19.60991096496582
2000-12-11,20.83552932739257
2000-12-12,21.08065795898437
2000-12-13,21.81602096557617
2000-12-14,21.01937484741211
2000-12-15,21.54026985168457
2000-12-18,22.2450008392334
2000-12-19,21.96924591064453
2000-12-20,21.32578659057617
2000-12-21,22.153074264526367
2000-12-22,22.36755752563477
2000-12-26,22.428842544555664
2000-12-27,22.735246658325195
2000-12-28,23.01100349426269
