symbol,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,next_day_prediction
JPM,0.8913619771497003,2.0353790645213055,0.9966546959058961,3.2731826639621056,18.13982015562489,0.992637127712557,282.00098
